<Longford,_London>	<areaCode>	"01753"
<Longford,_London>	<postalCode>	"UB7"
<Longford,_London>	<distanceToCharingCross>	"25427.6352"^^xsd:double
<Batak,_Bulgaria>	rdfs:label	"Batak, Bulgaria"
<Batak,_Bulgaria>	<leaderTitle>	"Mayor"
<Batak,_Bulgaria>	<elevation>	"1036.0"^^xsd:double
<Batak,_Bulgaria>	<populationTotal>	"3498"^^xsd:nonNegativeInteger
<Batak,_Bulgaria>	<postalCode>	"4580"
<Batak,_Bulgaria>	<areaCode>	"03553"
<Batak,_Bulgaria>	<utcOffset>	"+2"
<Batak,_Bulgaria>	<utcOffset>	"+3"
<Hanover,_Northern_Cape>	rdfs:label	"Hanover"
<Ninety-Three>	rdfs:label	"Ninety-Three"
<Ninety-Three>	rdfs:label	"Quatrevingt-treize"
<Rapa_Nui_language>	rdfs:label	"Rapa Nui"
<Rapa_Nui_language>	rdfs:label	"Vananga rapa nui"
<Rapa_Nui_language>	<iso6392Code>	"rap"
<Rapa_Nui_language>	<iso6393Code>	"rap"
<Club_Deportivo_Universidad_Católica>	rdfs:label	"CD Universidad Católica"
<Club_Deportivo_Universidad_Católica>	rdfs:label	"Club Deportivo Universidad Católica"
<Club_Deportivo_Universidad_Católica>	<http://xmlns.com/foaf/0.1/nick>	"'UC''"
<Club_Deportivo_Universidad_Católica>	<http://xmlns.com/foaf/0.1/nick>	"Cato"
<Club_Deportivo_Universidad_Católica>	<http://xmlns.com/foaf/0.1/nick>	"La Católica (The Catholic)"
<Club_Deportivo_Universidad_Católica>	<http://xmlns.com/foaf/0.1/nick>	"Los Cruzados (The Crusaders)"
<Club_Deportivo_Universidad_Católica>	<http://xmlns.com/foaf/0.1/nick>	"Caballeros Cruzados (The Crusader Knights)"
<Club_Deportivo_Universidad_Católica>	<formationDate>	"1937-04-21"^^xsd:date
<Club_Deportivo_Universidad_Católica>	<capacity>	"14118"^^xsd:nonNegativeInteger
<Rayman_(video_game)>	rdfs:label	"Rayman"
<Rayman_(video_game)>	<releaseDate>	"1995-09-01"^^xsd:date
<Jason_Richardson>	<draftYear>	"2001"^^xsd:gYear
<Jason_Richardson>	rdfs:label	"Jason Richardson"
<Jason_Richardson>	<weight>	"102060.0"^^xsd:double
<Jason_Richardson>	<birthDate>	"1981-01-20"^^xsd:date
<Jason_Richardson>	<activeYearsStartYear>	"2001"^^xsd:gYear
<Jason_Richardson>	<activeYearsEndYear>	"2015"^^xsd:gYear
<Jason_Richardson>	<height>	"1.9812"^^xsd:double
<Los_Pinos>	rdfs:label	"Residencia Oficial de Los Pinos"
<Los_Pinos>	<address>	"Casa Miguel Alemán, PB, Col.San Miguel Chapultepec, 11850,Ciudad de México, Distrito Federal"
<Druk_Air>	rdfs:label	"Drukair — Royal Bhutan Airlines"
<Druk_Air>	rdfs:label	"འབྲུག་མཁའ་འགྲུལ་ལས་འཛིན།"
<Druk_Air>	<iataAirlineCode>	"KB"
<Druk_Air>	<icaoAirlineCode>	"DRK"
<Druk_Air>	<formationDate>	"1981-04-05"^^xsd:date
<Druk_Air>	<openingDate>	"1983-02-11"^^xsd:date
<Matola>	rdfs:label	"Matola"
<Matola>	<areaTotal>	"3.73E8"^^xsd:double
<Matola>	<elevation>	"3.0"^^xsd:double
<Matola>	<populationTotal>	"893000"^^xsd:nonNegativeInteger
<Supergirl_(Matrix)>	<http://xmlns.com/foaf/0.1/givenName>	"Matrix"
<Gaydar_(website)>	rdfs:label	"Gaydar"
<Anorexia_Nervosa_(band)>	rdfs:label	"Anorexia Nervosa"
<Anorexia_Nervosa_(band)>	<background>	"group_or_band"
<Anorexia_Nervosa_(band)>	<alias>	"Necromancia"
<Anorexia_Nervosa_(band)>	<activeYearsStartYear>	"1995"^^xsd:gYear
<Anorexia_Nervosa_(band)>	<activeYearsEndYear>	"2005"^^xsd:gYear
<Powerglide>	rdfs:label	"Powerglide"
<Powerglide>	<productionStartYear>	"1950"^^xsd:gYear
<Powerglide>	<productionEndYear>	"1973"^^xsd:gYear
<Gamma_Draconis>	rdfs:label	"Gamma Draconis"
<Jerry_Lynn>	<debut>	"1988-03-23"^^xsd:date
<Jerry_Lynn>	rdfs:label	"Jerry Lynn"
<Jerry_Lynn>	rdfs:label	"Gorgada Cross"
<Jerry_Lynn>	rdfs:label	"Jerry the Ram"
<Jerry_Lynn>	rdfs:label	"Mr. J.L."
<Jerry_Lynn>	rdfs:label	"Sultan Gargola"
<Jerry_Lynn>	<height>	"1.8034"^^xsd:double
<Jerry_Lynn>	<weight>	"99792.0"^^xsd:double
<Jerry_Lynn>	<birthDate>	"1963-06-12"^^xsd:date
<Jerry_Lynn>	<activeYearsEndYear>	"2013"^^xsd:gYear
<Jerry_Lynn>	<imdbId>	"0528712"
<Liam_(film)>	<gross>	"1945689.0"^^<usDollar>
<Liam_(film)>	rdfs:label	"Liam"
<Liam_(film)>	<runtime>	"5460.0"^^xsd:double
<377_Campania>	rdfs:label	"377 Campania"
<377_Campania>	<discovered>	"1893-09-20"^^xsd:date
<377_Campania>	<formerName>	"1893 AN"
<377_Campania>	<epoch>	"30 January 2005 (JD2453400.5)"
<377_Campania>	<periapsis>	"3.71727E11"^^xsd:double
<377_Campania>	<apoapsis>	"4.33108E11"^^xsd:double
<377_Campania>	<averageSpeed>	"65376.0"^^xsd:double
<377_Campania>	<orbitalPeriod>	"1.3922928E8"^^xsd:double
<377_Campania>	<rotationPeriod>	"30625.199999999997"^^xsd:double
<377_Campania>	<absoluteMagnitude>	"8.89"^^xsd:double
<Juglans_regia>	<conservationStatus>	"NT"
<Juglans_regia>	<conservationStatusSystem>	"IUCN3.1"
<Juglans_regia>	rdfs:label	"Juglans regia"
<Juglans_regia>	<synonym>	"Juglans duclouxiana (Dode)"
<Juglans_regia>	<synonym>	"J. fallax (Dode)"
<Juglans_regia>	<synonym>	"J. kamaonia (C. de Candolle)Dode)"
<Juglans_regia>	<synonym>	"J. orientis (Dode)"
<Juglans_regia>	<synonym>	"J. regia var. sinensis (C. de Candolle)"
<Juglans_regia>	<synonym>	"J. sinensis (C. de Candolle)Dode)"
<CNN_Türk>	rdfs:label	"CNN Türk"
<CNN_Türk>	<firstAirDate>	"1999-10-11"^^xsd:date
<Capone-N-Noreaga>	rdfs:label	"Capone-N-Noreaga"
<Capone-N-Noreaga>	<background>	"group_or_band"
<Capone-N-Noreaga>	<alias>	"C-N-N"
<Capone-N-Noreaga>	<activeYearsStartYear>	"1995"^^xsd:gYear
<Capone-N-Noreaga>	<activeYearsEndYear>	"2004"^^xsd:gYear
<Alessandro>	rdfs:label	"Alessandro"
<Alessandro>	<meaning>	"Defender of Man"
<Still,_Bas-Rhin>	rdfs:label	"Still"
<Still,_Bas-Rhin>	<maximumElevation>	"741.0"^^xsd:double
<Still,_Bas-Rhin>	<minimumElevation>	"204.0"^^xsd:double
<Still,_Bas-Rhin>	<area>	"2.32E7"^^xsd:double
<Still,_Bas-Rhin>	<populationTotal>	"1665"^^xsd:nonNegativeInteger
<Still,_Bas-Rhin>	<postalCode>	"67190"
<Still,_Bas-Rhin>	<inseeCode>	"67480"
<James_Holman>	<birthDate>	"1786-10-15"^^xsd:date
<James_Holman>	<birthYear>	"1786"^^xsd:gYear
<James_Holman>	<deathDate>	"1857-07-29"^^xsd:date
<James_Holman>	<deathYear>	"1857"^^xsd:gYear
<Derby,_North_West>	rdfs:label	"Derby"
<Ghent,_Ohio>	rdfs:label	"Ghent"
<Ghent,_Ohio>	<postalCode>	"44333"
<Ghent,_Ohio>	<areaCode>	"330/234"
<Ghent,_Ohio>	<utcOffset>	"-5"
<Ghent,_Ohio>	<utcOffset>	"-4"
<Newman_(Seinfeld)>	rdfs:label	"Newman"
<Newman_(Seinfeld)>	<firstAppearance>	"\"The Revenge\" (voice only) (1991)"
<Newman_(Seinfeld)>	<firstAppearance>	"\"The Suicide\" (on-screen appearance) (1992)"
<The_Manhole>	rdfs:label	"The Manhole"
<The_Manhole>	<releaseDate>	"2010-08-18"^^xsd:date
<The_Manhole>	<releaseDate>	"2010-08-07"^^xsd:date
<Koidutown-Sefadu>	rdfs:label	"Koidu town"
<Koidutown-Sefadu>	<leaderTitle>	"Mayor"
<Koidutown-Sefadu>	<leaderTitle>	"Deputy Mayor"
<Koidutown-Sefadu>	<leaderTitle>	"Governing Body"
<Koidutown-Sefadu>	<populationTotal>	"111800"^^xsd:nonNegativeInteger
<Nothing,_Arizona>	rdfs:label	"Nothing, Arizona"
<Nothing,_Arizona>	<elevation>	"996.0864"^^xsd:double
<Nothing,_Arizona>	<populationTotal>	"0"^^xsd:nonNegativeInteger
<Who_Framed_Roger_Rabbit_(1989_video_game)>	rdfs:label	"Who Framed Roger Rabbit"
<Who_Framed_Roger_Rabbit_(1989_video_game)>	<releaseDate>	"1989-09-01"^^xsd:date
<Norddeutsche_Bundesmarine>	rdfs:label	"Norddeutsche Bundesmarine (NDBM)"
<Norddeutsche_Bundesmarine>	<activeYearsStartYear>	"1867"^^xsd:gYear
<Norddeutsche_Bundesmarine>	<activeYearsEndYear>	"1871"^^xsd:gYear
<Norddeutsche_Bundesmarine>	<identificationSymbol>	"200px"
<Randy_West>	rdfs:label	"Randy West"
<Randy_West>	<birthDate>	"1953-09-29"^^xsd:date
<Randy_West>	<birthYear>	"1953"^^xsd:gYear
<Randy_West>	<activeYearsStartYear>	"1990"^^xsd:gYear
<Randy_West>	<imdbId>	"1012681"
<Tumut>	rdfs:label	"Tumut"
<Tumut>	rdfs:label	"Wynyard"
<Tumut>	<populationTotal>	"6086"^^xsd:nonNegativeInteger
<Ahmad_(rapper)>	rdfs:label	"Ahmad"
<Ahmad_(rapper)>	<background>	"solo_singer"
<Ahmad_(rapper)>	<http://xmlns.com/foaf/0.1/givenName>	"Ahmad Ali Lewis"
<Ahmad_(rapper)>	<birthDate>	"1975-10-12"^^xsd:date
<Ahmad_(rapper)>	<activeYearsStartYear>	"1992"^^xsd:gYear
<Malva>	<synonym>	"Axolopha (DC.) Alef.)"
<Malva>	<synonym>	"Dinacrusa (G.Krebs)"
<SSX>	rdfs:label	"SSX"
<Elsa_Triolet>	rdfs:label	"Elsa Triolet"
<Elsa_Triolet>	<birthName>	"Ella Kagan"
<Elsa_Triolet>	<birthDate>	"1896-09-24"^^xsd:date
<Elsa_Triolet>	<deathDate>	"1970-06-16"^^xsd:date
<Elsa_Triolet>	<imdbId>	"0873020"
<Renaldo_Benson>	rdfs:label	"Renaldo \"Obie\" Benson"
<Renaldo_Benson>	<background>	"solo_singer"
<Renaldo_Benson>	<http://xmlns.com/foaf/0.1/givenName>	"Renaldo Benson"
<Renaldo_Benson>	<alias>	"Obie Benson"
<Renaldo_Benson>	<birthDate>	"1936-06-14"^^xsd:date
<Renaldo_Benson>	<deathDate>	"2005-07-01"^^xsd:date
<Renaldo_Benson>	<activeYearsStartYear>	"1954"^^xsd:gYear
<Renaldo_Benson>	<activeYearsEndYear>	"2005"^^xsd:gYear
<The_Clinic_(newspaper)>	rdfs:label	"The Clinic"
<Canonbury_railway_station>	rdfs:label	"Canonbury"
<Canonbury_railway_station>	<railwayPlatforms>	"4"
<Canonbury_railway_station>	<fareZone>	"2"
<Canonbury_railway_station>	<agencyStationCode>	"CNN"
<Canonbury_railway_station>	<isHandicappedAccessible>	"true"^^xsd:boolean
<Lechmere_(MBTA_station)>	rdfs:label	"LECHMERE"
<Lechmere_(MBTA_station)>	<address>	"Cambridge Street atO'Brien Highway"
<Lechmere_(MBTA_station)>	<address>	"East Cambridge, Massachusetts"
<Lechmere_(MBTA_station)>	<railwayPlatforms>	"2side platforms"
<Lechmere_(MBTA_station)>	<numberOfTracks>	"1"^^xsd:nonNegativeInteger
<Lechmere_(MBTA_station)>	<parkingInformation>	"347 spaces ($6.00 fee)"
<Lechmere_(MBTA_station)>	<openingDate>	"1922-07-10"^^xsd:date
<Lechmere_(MBTA_station)>	<openingYear>	"1922"^^xsd:gYear
<Lechmere_(MBTA_station)>	<rebuildingYear>	"2010"^^xsd:gYear
<Lechmere_(MBTA_station)>	<rebuildingYear>	"2017"^^xsd:gYear
<Lechmere_(MBTA_station)>	<isHandicappedAccessible>	"true"^^xsd:boolean
<Lechmere_(MBTA_station)>	<passengersPerYear>	"6421"^^xsd:nonNegativeInteger
<Lechmere_(MBTA_station)>	<visitorStatisticsAsOf>	"2013"^^xsd:gYear
<Bengal_Presidency>	rdfs:label	"বেঙ্গল প্রেসিডেন্সি"
<Bengal_Presidency>	rdfs:label	"Bengal Presidency"
<Abbey_Stadium>	<http://xmlns.com/foaf/0.1/nick>	"\"The Abbey\""
<ABC2>	rdfs:label	"ABC2"
<ABC2>	<firstAirDate>	"2005-03-07"^^xsd:date
<ABC2>	<shareOfAudience>	"1.3"^^xsd:float
<ABC2>	<shareDate>	"2009-11"^^xsd:gYearMonth
<ABC2>	<slogan>	"Always Brighter"
<USS_Amethyst_(PYc-3)>	rdfs:label	"Samona II"
<USS_Amethyst_(PYc-3)>	<status>	"Acquired by the Navy 4 November 1940"
<USS_Amethyst_(PYc-3)>	rdfs:label	"Amethyst"
<USS_Amethyst_(PYc-3)>	<acquirementDate>	"1940-11-04"^^xsd:date
<USS_Amethyst_(PYc-3)>	<commissioningDate>	"1941-02-27"^^xsd:date
<USS_Amethyst_(PYc-3)>	<decommissioningDate>	"1944-02-02"^^xsd:date
<USS_Amethyst_(PYc-3)>	<status>	"Transferred to the Coast Guard 10 March 1944"
<USS_Amethyst_(PYc-3)>	<acquirementDate>	"1944-03-10"^^xsd:date
<USS_Amethyst_(PYc-3)>	<commissioningDate>	"1944-04-19"^^xsd:date
<USS_Amethyst_(PYc-3)>	<decommissioningDate>	"1946-02-27"^^xsd:date
<USS_Amethyst_(PYc-3)>	<status>	"Transferred to theMaritime Commission, 11 September 1946 for disposal"
<USS_Amethyst_(PYc-3)>	<status>	"Unknown"
<USS_Amethyst_(PYc-3)>	<length>	"44.8056"^^xsd:double
<USS_Amethyst_(PYc-3)>	<shipBeam>	"7.0104"^^xsd:double
<USS_Amethyst_(PYc-3)>	<topSpeed>	"26.854"^^xsd:double
<USS_Amethyst_(PYc-3)>	<shipDraft>	"3.3528"^^xsd:double
<Wallpaper_(magazine)>	<editorTitle>	"Editor-in-Chief"
<Wallpaper_(magazine)>	rdfs:label	"Wallpaper*"
<Wallpaper_(magazine)>	<circulation>	"100460"^^xsd:nonNegativeInteger
<Wallpaper_(magazine)>	<logo>	"WallpaperLogo.svg"
<Wallpaper_(magazine)>	<imageSize>	"100"^^xsd:integer
<Fishburn>	rdfs:label	"Fishburn"
<Fishburn>	<gridReference>	"NZ364321"
<Fishburn>	<areaCode>	"01740"
<Fishburn>	<postalCode>	"TS21"
<Fishburn>	<populationTotal>	"2588"^^xsd:nonNegativeInteger
<To_the_Ends_of_the_Earth_(album)>	rdfs:label	"To the Ends of the Earth"
<To_the_Ends_of_the_Earth_(album)>	<releaseDate>	"2002-11-21"^^xsd:date
<To_the_Ends_of_the_Earth_(album)>	<recordDate>	"2002-09-07"^^xsd:date
<To_the_Ends_of_the_Earth_(album)>	<runtime>	"4218.0"^^xsd:double
<Wiehl>	<populationAsOf>	"2014-12-31"^^xsd:date
<Wiehl>	rdfs:label	"Wiehl"
<Wiehl>	<elevation>	"191.0"^^xsd:double
<Wiehl>	<areaTotal>	"5.327E7"^^xsd:double
<Wiehl>	<populationTotal>	"25149"^^xsd:nonNegativeInteger
<Wiehl>	<postalCode>	"51674"
<Wiehl>	<areaCode>	"02262"
<Wiehl>	<areaCode>	"GM"
<Supergirl_(film)>	<budget>	"3.5E7"^^<usDollar>
<Supergirl_(film)>	<gross>	"1.43E7"^^<usDollar>
<Supergirl_(film)>	rdfs:label	"Supergirl"
<Supergirl_(film)>	<runtime>	"7440.0"^^xsd:double
<Zagori>	rdfs:label	"Zagori"
<Zagori>	rdfs:label	"Ζαγόρι"
<Turan_Air>	rdfs:label	"Turan Air"
<Turan_Air>	<iataAirlineCode>	"3T"
<Turan_Air>	<icaoAirlineCode>	"URN"
<Barton_Creek>	rdfs:label	"Barton Creek"
<Barton_Creek>	<sourceElevation>	"380.0"^^xsd:double
<Barton_Creek>	<mouthElevation>	"130.0"^^xsd:double
<Barton_Creek>	<discharge>	"1.84"^^xsd:double
<Manor_House,_London>	rdfs:label	"Manor House"
<Manor_House,_London>	<gridReference>	"TQ320876"
<Manor_House,_London>	<postalCode>	"N4"
<Epsom_Downs_railway_station>	rdfs:label	"Epsom Downs"
<Epsom_Downs_railway_station>	<railwayPlatforms>	"1"
<Epsom_Downs_railway_station>	<fareZone>	"6"
<Epsom_Downs_railway_station>	<agencyStationCode>	"EPD"
<Epsom_Downs_railway_station>	<isHandicappedAccessible>	"true"^^xsd:boolean
<Blossom_Dearie>	rdfs:label	"Blossom Dearie"
<Blossom_Dearie>	<background>	"solo_singer"
<Blossom_Dearie>	<http://xmlns.com/foaf/0.1/givenName>	"Blossom Margrete Dearie"
<Blossom_Dearie>	<birthDate>	"1924-04-28"^^xsd:date
<Blossom_Dearie>	<deathDate>	"2009-02-07"^^xsd:date
<Blossom_Dearie>	<activeYearsStartYear>	"1952"^^xsd:gYear
<Blossom_Dearie>	<activeYearsEndYear>	"2006"^^xsd:gYear
<Blossom_Dearie>	<imdbId>	"0213154"
<Joint_Commission>	rdfs:label	"The Joint Commission"
<Joint_Commission>	<foundingYear>	"1951"^^xsd:gYear
<Giada_De_Laurentiis>	rdfs:label	"Giada De Laurentiis"
<Giada_De_Laurentiis>	<birthDate>	"1970-08-22"^^xsd:date
<Giada_De_Laurentiis>	<birthName>	"Giada Pamela De Laurentiis (born De Benedetti)"
<Raymond_Island>	rdfs:label	"Raymond Island"
<Raymond_Island>	<populationTotal>	"479"^^xsd:nonNegativeInteger
<Seixal_(Porto_Moniz)>	rdfs:label	"Seixal"
<Seixal_(Porto_Moniz)>	<elevation>	"598.0"^^xsd:double
<Seixal_(Porto_Moniz)>	<minimumElevation>	"0.0"^^xsd:double
<Seixal_(Porto_Moniz)>	<populationTotal>	"656"^^xsd:nonNegativeInteger
<Seixal_(Porto_Moniz)>	<areaCode>	"(+351) 291 XXX XXX"
<Seixal_(Porto_Moniz)>	<postalCode>	"9270-124"
<No_Exit_(Fates_Warning_album)>	rdfs:label	"No Exit"
<No_Exit_(Fates_Warning_album)>	<runtime>	"2404.0"^^xsd:double
<Supergirl_(Linda_Danvers)>	<http://xmlns.com/foaf/0.1/givenName>	"Supergirl"
<John_Howard_(British_Army_officer)>	rdfs:label	"John Howard"
<John_Howard_(British_Army_officer)>	<serviceStartYear>	"1932"^^xsd:gYear
<John_Howard_(British_Army_officer)>	<serviceEndYear>	"1932"^^xsd:gYear
<Annunciation_(Leonardo)>	rdfs:label	"Annunciation"
<Samuel_Curtis_Johnson_Graduate_School_of_Management>	rdfs:label	"Samuel Curtis Johnson"
<Samuel_Curtis_Johnson_Graduate_School_of_Management>	rdfs:label	"Graduate School of Management"
<Samuel_Curtis_Johnson_Graduate_School_of_Management>	<endowment>	"2.09E8"^^<usDollar>
<Samuel_Curtis_Johnson_Graduate_School_of_Management>	<facultySize>	"81"^^xsd:nonNegativeInteger
<Denis_Johnson>	rdfs:label	"Denis Johnson"
<Denis_Johnson>	<birthDate>	"1949-07-01"^^xsd:date
<Denis_Johnson>	<activeYearsStartYear>	"1969"^^xsd:gYear
<Mystery_House>	rdfs:label	"Mystery House"
<Insignificance_(film)>	rdfs:label	"Insignificance"
<Insignificance_(film)>	<releaseDate>	"1985-08-02"^^xsd:date
<Insignificance_(film)>	<runtime>	"6600.0"^^xsd:double
<Take_Five>	rdfs:label	"Take Five"
<Take_Five>	<bSide>	"Blue Rondo à la Turk"
<Take_Five>	<releaseDate>	"1959-09-21"^^xsd:date
<Take_Five>	<releaseDate>	"1961-05-22"^^xsd:date
<Take_Five>	<recordDate>	"1959-07-01"^^xsd:date
<Take_Five>	<runtime>	"175.0"^^xsd:double
<Take_Five>	<runtime>	"328.0"^^xsd:double
<Fishburn_(ship)>	rdfs:label	"Fishburn"
<Fishburn_(ship)>	<length>	"31.3944"^^xsd:double
<Fishburn_(ship)>	<shipBeam>	"8.8392"^^xsd:double
<Ernst_Toller>	rdfs:label	"Ernst Toller"
<Ernst_Toller>	<birthDate>	"1893-12-01"^^xsd:date
<Ernst_Toller>	<birthYear>	"1893"^^xsd:gYear
<Ernst_Toller>	<deathDate>	"1939-05-22"^^xsd:date
<Ernst_Toller>	<deathYear>	"1939"^^xsd:gYear
<Bob_Armstrong>	rdfs:label	"Bob Armstrong"
<Bob_Armstrong>	rdfs:label	"Alabama Jaw Jacker"
<Bob_Armstrong>	rdfs:label	"Georgia Jaw Cracker"
<Bob_Armstrong>	rdfs:label	"Jim Durango"
<Bob_Armstrong>	<height>	"1.8034"^^xsd:double
<Bob_Armstrong>	<weight>	"102967.2"^^xsd:double
<Bob_Armstrong>	<birthDate>	"1939-10-03"^^xsd:date
<Kiowa_language>	rdfs:label	"Kiowa"
<Kiowa_language>	rdfs:label	"Cáuijògà / Cáuijò:gyà"
<Kiowa_language>	<iso6393Code>	"kio"
<Barnell_Bohusk>	<http://xmlns.com/foaf/0.1/givenName>	"Barnell Bohusk"
<Edward_Bond>	<viafId>	"183024789"
<The_Smiling,_Proud_Wanderer>	rdfs:label	"The Smiling, Proud Wanderer"
<The_Smiling,_Proud_Wanderer>	rdfs:label	"笑傲江湖"
<Roselle_(plant)>	rdfs:label	"Roselle"
<Planet_of_Death>	rdfs:label	"Planet of Death"
<Planet_of_Death>	<releaseDate>	"1997-02-28"^^xsd:date
<Milkman_(Phranc_album)>	rdfs:label	"Milkman"
<Milkman_(Phranc_album)>	<releaseDate>	"1998-11-03"^^xsd:date
<Milkman_(Phranc_album)>	<runtime>	"1611.0"^^xsd:double
<Paul_Nurse>	rdfs:label	"Sir Paul Nurse"
<Paul_Nurse>	<birthDate>	"1949-01-25"^^xsd:date
<Paul_Nurse>	<birthName>	"Paul Maxime Nurse"
<Martin_Evans>	rdfs:label	"Sir Martin Evans"
<Martin_Evans>	<birthDate>	"1941-01-01"^^xsd:date
<Martin_Evans>	<birthName>	"Martin John Evans"
<Ted_Kennedy_(ice_hockey)>	<shoots>	"Right"
<Ted_Kennedy_(ice_hockey)>	<hallOfFame>	"1966"
<Ted_Kennedy_(ice_hockey)>	<weight>	"77112.0"^^xsd:double
<Ted_Kennedy_(ice_hockey)>	<birthDate>	"1925-12-12"^^xsd:date
<Ted_Kennedy_(ice_hockey)>	<deathDate>	"2009-08-14"^^xsd:date
<Ted_Kennedy_(ice_hockey)>	<activeYearsStartYear>	"1942"^^xsd:gYear
<Ted_Kennedy_(ice_hockey)>	<activeYearsEndYear>	"1957"^^xsd:gYear
<Ted_Kennedy_(ice_hockey)>	<height>	"1.8034"^^xsd:double
<Keele>	rdfs:label	"Keele"
<Keele>	<gridReference>	"SJ807453"
<Keele>	<areaCode>	"01782"
<Keele>	<postalCode>	"ST5"
<Keele>	<populationTotal>	"4129"^^xsd:nonNegativeInteger
<John_Carpenter_(game_show_contestant)>	rdfs:label	"John Carpenter"
<John_Carpenter_(game_show_contestant)>	<birthYear>	"1968"^^xsd:gYear
<Simpsons_of_Piccadilly>	rdfs:label	"Simpsons of Piccadilly"
<Vigilante_8>	rdfs:label	"Vigilante 8"
<Vigilante_8>	<releaseDate>	"1999-03-17"^^xsd:date
<Vigilante_8>	<releaseDate>	"2012-04-11"^^xsd:date
<Brent,_Ontario>	rdfs:label	"Brent"
<Brent,_Ontario>	<elevation>	"315.0"^^xsd:double
<Brent,_Ontario>	<areaCode>	"705, 249"
<Brent,_Ontario>	<postalCode>	"K0J"
<Anthology_(Alien_Ant_Farm_album)>	rdfs:label	"Anthology"
<Anthology_(Alien_Ant_Farm_album)>	<releaseDate>	"2001-03-06"^^xsd:date
<Anthology_(Alien_Ant_Farm_album)>	<releaseDate>	"2001-03-19"^^xsd:date
<Anthology_(Alien_Ant_Farm_album)>	<runtime>	"3399.0"^^xsd:double
<Rochester_railway_station>	<openingYear>	"1892"^^xsd:gYear
<Rochester_railway_station>	<openingDate>	"1892-03-01"^^xsd:date
<Rochester_railway_station>	rdfs:label	"Rochester"
<Rochester_railway_station>	<railwayPlatforms>	"3"
<Rochester_railway_station>	<agencyStationCode>	"RTR"
<Rochester_railway_station>	<gridReference>	"TQ745684"
<Rochester_railway_station>	<passengersPerYear>	"912000"^^xsd:nonNegativeInteger
<Rochester_railway_station>	<passengersPerYear>	"1068000"^^xsd:nonNegativeInteger
<Supergirl_(Cir-El)>	<http://xmlns.com/foaf/0.1/givenName>	"Supergirl"
<Haiku,_Hawaii>	rdfs:label	"Haiku, Hawaii"
<Haiku,_Hawaii>	<utcOffset>	"-10"
<Haiku,_Hawaii>	<utcOffset>	"-9"
<Nebraska_(song)>	rdfs:label	"Nebraska"
<Nebraska_(song)>	<recordDate>	"1982-01-03"^^xsd:date
<Nebraska_(song)>	<runtime>	"272.0"^^xsd:double
<Resident_Evil_Zero>	rdfs:label	"Resident Evil Zero"
<Resident_Evil_Zero>	<releaseDate>	"2002-11-12"^^xsd:date
<Robert_Swift>	<number>	"31"
<Robert_Swift>	<draftYear>	"2004"^^xsd:gYear
<Robert_Swift>	rdfs:label	"Robert Swift"
<Robert_Swift>	<weight>	"127008.0"^^xsd:double
<Robert_Swift>	<birthDate>	"1985-12-03"^^xsd:date
<Robert_Swift>	<height>	"2.159"^^xsd:double
<Return_to_Eden>	rdfs:label	"Return To Eden"
<Return_to_Eden>	<numberOfEpisodes>	"3"^^xsd:nonNegativeInteger
<Return_to_Eden>	<releaseDate>	"1983-09-27"^^xsd:date
<Return_to_Eden>	<releaseDate>	"1986-02-11"^^xsd:date
<Return_to_Eden>	<completionDate>	"1986-07-08"^^xsd:date
<Return_to_Eden>	<imdbId>	"0085079"
<Return_to_Eden>	<imdbId>	"0423723"
<Cariboo_Regional_District>	rdfs:label	"Cariboo Regional District"
<Cariboo_Regional_District>	<areaTotal>	"8.062934E10"^^xsd:double
<Cariboo_Regional_District>	<leaderTitle>	"CAO"
<Cariboo_Regional_District>	<leaderTitle>	"Directors"
<Cariboo_Regional_District>	<populationTotal>	"62190"^^xsd:nonNegativeInteger
<Anton_Mauve>	rdfs:label	"Anton Mauve"
<Anton_Mauve>	<birthDate>	"1838-09-18"^^xsd:date
<Anton_Mauve>	<deathDate>	"1888-02-05"^^xsd:date
<Ecology_(journal)>	rdfs:label	"Ecology"
<Ecology_(journal)>	<frequencyOfPublication>	"Issues p.a.:"
<Ecology_(journal)>	<frequencyOfPublication>	"12 (2000&ndash; )"
<Ecology_(journal)>	<frequencyOfPublication>	"8 (1993&ndash;1999)"
<Ecology_(journal)>	<frequencyOfPublication>	"6 (1969&ndash;1992)"
<Ecology_(journal)>	<frequencyOfPublication>	"4 (1920&ndash;1968)"
<Ecology_(journal)>	<firstPublicationYear>	"1920"^^xsd:gYear
<Ecology_(journal)>	<impactFactor>	"5.175"^^xsd:double
<Ecology_(journal)>	<impactFactorAsOf>	"2012"^^xsd:gYear
<Ecology_(journal)>	<jstor>	"00129658"
<Ecology_(journal)>	<oclc>	"35698209"
<Ecology_(journal)>	<lccn>	"sn97-23010"
<Ecology_(journal)>	<issn>	"00129658"
<Cedric_Maxwell>	<draftYear>	"1977"^^xsd:gYear
<Cedric_Maxwell>	rdfs:label	"Cedric Maxwell"
<Cedric_Maxwell>	<weight>	"92988.0"^^xsd:double
<Cedric_Maxwell>	<birthDate>	"1955-11-21"^^xsd:date
<Cedric_Maxwell>	<activeYearsStartYear>	"1977"^^xsd:gYear
<Cedric_Maxwell>	<activeYearsEndYear>	"1988"^^xsd:gYear
<Cedric_Maxwell>	<height>	"2.032"^^xsd:double
